Frame,RMSD_dock
211,2.159458
212,1.9790807
213,2.2896922
214,2.4750493
215,2.569257
216,2.4050162
217,2.0321426
218,1.952359
219,1.9574567
220,2.097962
221,2.4113934
222,2.6609833
223,2.3433738
224,1.9984611
225,2.3824205
226,2.1837554
227,2.390961
228,1.9305484
229,2.735921
230,2.2285485
231,2.2551317
232,1.944147
233,2.1438313
234,2.0762844
235,1.8907878
236,2.1345565
237,2.098703
238,2.2186198
239,2.1868753
240,2.4789932
241,2.4958837
242,2.2435794
243,2.5924103
244,2.0992134
245,2.0482378
246,2.4134219
247,2.4788837
248,2.3909361
249,1.9619571
250,1.796471
251,2.2207596
252,1.8207905
253,1.6311988
254,1.9038742
255,1.9611435
256,2.247226
257,1.7105995
258,1.7721084
259,2.1788125
260,2.216453
261,1.945631
262,2.052026
263,1.812305
264,1.6033267
265,1.4886043
266,2.0443697
267,2.187499
268,2.0766056
269,2.1098583
270,1.8956519
271,2.1291652
272,2.5809662
273,1.9015404
274,2.165798
275,1.8078692
276,2.3020618
277,2.667145
278,2.5703783
279,2.2884967
280,1.7867897
281,1.5572459
282,2.4505658
283,2.5985818
284,2.314464
285,2.2860463
286,2.400329
287,2.4923737
288,2.2497165
289,2.06722
290,2.2420466
291,2.0365865
292,2.660167
293,1.9753675
294,2.0321326
295,2.4861805
296,2.7013657
297,2.0816085
298,2.65597
299,2.9346278
300,2.4462898
301,2.3032753
302,2.2015095
303,2.274022
304,1.7205328
305,2.0357702
306,2.1319313
307,2.453344
308,2.1866307
309,2.426424
310,2.5648801
311,2.091458
312,1.9937797
313,1.6985488
314,2.1372027
315,2.2332003
316,2.2706163
317,2.193949
318,2.2394063
319,2.0969918
320,2.4422996
321,2.6882925
322,2.4762454
323,2.0695484
324,2.46551
325,1.8667078
326,1.98188
327,2.327994
328,2.3392484
329,2.240636
330,2.4161093
331,2.5585732
332,1.9691767
333,2.1178055
334,2.4232035
335,2.057705
336,2.0889392
337,2.0804532
338,2.3196838
339,2.5509582
340,2.1386907
341,2.256621
342,1.8857752
343,2.1912298
344,2.4899988
345,2.3101506
346,2.4993222
347,2.1176796
348,2.3576446
349,2.092228
350,2.1661277
351,2.035134
352,2.3313138
353,2.274514
354,2.630244
355,2.340777
356,2.2794342
357,2.3650053
358,2.463395
359,2.0447388
360,1.9746125
361,2.4718783
362,2.6336572
363,2.7877514
364,3.3063316
365,2.6508708
366,2.6846492
367,2.2753694
368,2.5998545
369,1.9111924
370,2.1835616
371,2.531281
372,2.4210975
373,2.5920308
374,2.2571607
375,2.4951653
376,2.1211371
377,1.949777
378,2.458135
379,2.3424666
380,2.3012204
381,2.4440787
382,1.7345812
383,2.3826525
384,2.7062333
385,2.2296188
386,2.211076
387,2.4853396
388,2.5695026
389,2.4359117
390,2.395751
391,2.6224878
392,2.310841
393,2.0439627
394,2.397265
395,2.729813
396,2.3976595
397,1.9684981
398,2.4344177
399,2.6578546
400,2.3985858
401,2.0975082
402,2.8926764
403,2.461169
404,2.1515791
405,2.0562086
406,1.9052073
407,2.13318
408,2.1683834
409,2.3472319
410,2.5456467
411,2.5064692
412,2.1552174
413,2.4019816
414,2.610677
415,2.1778345
416,2.588951
417,2.3191438
418,2.3319247
419,2.523192
420,2.0088365
421,2.0951254
422,1.9131011
423,2.4419336
424,2.3671606
425,2.231957
426,2.2697878
427,2.7541156
428,2.562179
429,2.5547047
430,2.2004726
431,2.4884775
432,2.412618
433,2.203582
434,2.6831918
435,2.4320717
436,2.1104395
437,2.373168
438,2.6190016
439,2.6114552
440,1.7648422
441,2.4569771
442,2.6054842
443,2.2671113
444,2.3619957
445,2.2846363
446,1.9246224
447,2.27156
448,2.3002257
449,2.4384348
450,1.9324752
451,2.152476
452,2.0971644
453,2.261923
454,2.4835124
455,2.0711787
456,2.228665
457,2.34491
458,2.1455474
459,2.0616896
460,1.8830372
461,2.7181861
462,2.471845
463,2.7797468
464,2.1611412
465,2.447892
466,2.469342
467,2.5735998
468,2.118924
469,2.5671768
470,2.773346
471,2.439872
472,2.596903
473,2.895768
474,2.697791
475,2.548032
476,2.7769973
477,3.082928
478,2.1128778
479,2.0966032
480,2.3198862
481,2.146697
482,2.1793063
483,2.596367
484,2.6497335
485,2.1145358
486,2.615994
487,2.300433
488,3.196554
489,3.0504243
490,3.2798986
491,3.1683457
492,2.8674786
493,2.8836482
494,2.9313686
495,3.1840303
496,2.8541558
497,2.8127496
498,2.598798
499,2.762657
500,2.3936002
501,2.2741966
502,2.6128082
503,2.9573493
504,2.7364402
505,2.179062
506,2.9501424
507,2.634618
508,2.8006144
509,2.2971907
510,2.401971
511,2.0288866
512,2.5955036
513,2.603203
514,2.2412393
515,2.522666
516,2.3575425
517,2.1867347
518,2.4333968
519,1.9531324
520,2.1796474
521,2.5187197
522,2.565172
523,2.1145954
524,1.7428087
525,2.270958
526,1.8859957
527,2.3543732
528,2.21031
529,2.271899
530,2.5983965
531,2.9498856
532,2.4943283
533,2.9517968
534,2.8023765
535,2.688636
536,2.5694473
537,2.4884179
538,2.0743716
539,2.3219657
540,2.5795472
541,2.0331087
542,2.2989423
543,2.2743921
544,2.0722644
545,2.2640104
546,2.585362
547,2.882785
548,2.581517
549,2.378931
550,2.6259003
551,2.9047668
552,2.6635666
553,2.7216806
554,3.0929408
555,3.0197566
556,2.2707958
557,2.4037995
558,2.7884488
559,2.344048
560,2.6849513
561,2.2810092
562,2.4656591
563,2.553213
564,1.967311
565,2.1817214
566,2.7828307
567,2.3468096
568,2.6412365
569,2.1315625
570,2.4465377
571,2.3088436
572,2.3524272
573,2.6294832
574,2.6451535
575,2.065643
576,2.247177
577,2.765594
578,2.5409863
579,2.3546276
580,2.4759712
581,2.2425056
582,2.341473
583,2.190328
584,2.5526273
585,2.571514
586,2.5290036
587,2.5543954
588,2.6978555
589,2.6652205
590,2.4847636
591,2.2875006
592,3.0477805
593,2.7984965
594,2.559037
595,2.5849142
596,2.5338001
597,2.2419536
598,2.527956
599,2.312868
600,2.7394104
601,2.759471
602,2.562258
603,2.2454634
604,2.9548383
605,2.4603937
606,2.300868
607,2.599592
608,2.407516
609,2.290598
610,2.6129463
611,2.2230144
612,1.8598272
613,1.8732978
614,2.1102438
615,2.1538641
616,2.322571
617,2.8269973
618,2.6240203
619,1.992924
620,2.2534306
621,2.284742
622,2.7880905
623,2.6021864
624,2.8277051
625,2.383024
626,2.6993415
627,2.421208
628,2.6408758
629,2.9846988
630,2.5192294
631,3.00333
632,2.7113087
633,3.1625576
634,2.3921971
635,2.8698988
636,2.5122893
637,2.631006
638,2.5100827
639,2.6488757
640,2.3934963
641,2.6187618
642,2.3340213
643,1.7030092
644,2.278558
645,2.4027593
646,2.2375276
647,2.2863135
648,1.9764954
649,2.1692472
650,2.3626075
651,2.5126688
652,2.3031955
653,2.4584696
654,2.847979
655,2.7452555
656,2.3172863
657,2.6612282
658,2.6146877
659,2.3425083
660,2.3851435
661,2.0155656
662,2.2468224
663,2.1968806
664,2.0119386
665,2.8314376
666,2.4273133
667,3.0245275
668,2.6397204
669,2.9773915
670,2.9310956
671,2.789218
672,2.8100672
673,2.5066977
674,2.6596222
675,2.69186
676,2.3722494
677,2.880923
678,2.6520765
679,2.7828143
680,2.640644
681,2.2878623
682,2.2138095
683,2.6969576
684,2.4881778
685,2.2317202
686,2.3043244
687,2.1900103
688,2.0759077
689,2.543751
690,2.4180484
691,2.4873085
692,2.4823003
693,2.2035432
694,2.5942888
695,2.2549088
696,2.2335742
697,2.2698746
698,2.5214946
699,2.6446867
700,2.4152486
701,2.491908
702,2.3397155
703,2.5786355
704,2.4079268
705,2.3401299
706,2.8623867
707,2.7941875
708,2.7674901
709,2.502584
710,2.4339268
711,2.4099112
712,2.1099107
713,2.635795
714,2.2277138
715,2.2311578
716,2.3058147
717,2.650066
718,2.2894573
719,2.10975
720,2.1276228
721,1.8485044
722,2.1467385
723,2.2741132
724,2.1367023
725,2.4036605
726,2.6060798
727,2.3476877
728,2.2307928
729,2.2873077
730,2.1436164
731,2.6553168
732,2.2025852
733,2.5537827
734,1.8647076
735,2.5875425
736,2.2945647
737,2.2277281
738,2.3039606
739,2.3575432
740,2.3863254
741,2.1598828
742,2.0198927
743,1.9784974
744,2.4694228
745,2.647271
746,2.435603
747,2.3625686
748,2.4195561
749,2.0130906
750,2.5867064
751,2.3749611
752,2.2883763
753,2.2787807
754,2.1609945
755,2.5202613
756,2.4682803
757,2.6446002
758,2.7019749
759,2.5740747
760,2.2851264
761,2.4599729
762,2.2834702
763,2.1158426
764,2.2765648
765,2.0908875
766,2.6403368
767,2.1721406
768,2.7581332
769,2.3838336
770,2.678446
771,2.7156231
772,2.77034
773,2.7949393
774,2.787398
775,2.2332067
776,2.435221
777,2.7350428
778,1.7846172
779,1.8827895
780,2.218661
781,2.4827418
782,2.7658105
783,2.6364014
784,2.8013172
785,2.5020406
786,1.925067
787,2.7203448
788,2.486049
789,2.4303625
790,2.3455114
791,2.3573892
792,2.2132957
793,2.9072387
794,2.1174996
795,2.1727464
796,2.458182
797,2.2575836
798,2.237111
799,2.2299662
800,2.2347145
801,2.546496
802,2.3746886
803,2.6339982
804,2.560241
805,2.3901641
806,2.3653138
807,2.6992211
808,2.360319
809,2.1454585
810,2.3388085
811,2.4605608
812,2.3081968
813,2.3304656
814,2.4027627
815,1.847404
816,2.427161
817,2.447988
818,2.849906
819,2.2166812
820,1.9951744
821,2.5508914
822,2.6016488
823,2.2003193
824,2.0751424
825,1.8215544
826,2.1337948
827,2.2309868
828,1.9361812
829,2.109921
830,1.810508
831,1.9838876
832,2.129212
833,2.0269873
834,2.2879243
835,2.3339674
836,1.8521124
837,1.724587
838,2.3117375
839,1.9046553
840,2.1364655
841,2.1440094
842,2.5054283
843,2.1805162
844,1.9790196
845,2.3090932
846,2.1027248
847,2.4810753
848,2.7130377
849,2.547665
850,2.3805711
851,2.070564
852,2.2836373
853,1.7650193
854,2.105249
855,2.4140706
856,1.9413494
857,2.2683718
858,2.4485438
859,2.3484387
860,2.6524372
861,2.744243
862,2.2633522
863,2.3702707
864,2.3658676
865,2.283318
866,2.4010792
867,2.3068101
868,2.5674336
869,2.4094222
870,2.2929435
871,2.372417
872,2.22931
873,2.3430967
874,2.502025
875,2.1414878
876,2.6154368
877,2.4333298
878,2.434321
879,2.2587852
880,2.470662
881,2.163639
882,2.630485
883,2.5541086
884,2.4961963
885,2.2987761
886,2.8074286
887,2.8552969
888,2.5191338
889,2.770164
890,2.9031923
891,2.219289
892,2.7368379
893,2.3768733
894,2.5812883
895,2.411444
896,2.5501127
897,2.5575078
898,2.5630436
899,2.4546487
900,2.2585073
901,2.6851385
902,2.670459
903,2.7278152
904,2.8468966
905,2.5234764
906,2.4947608
907,2.3367383
908,2.2951052
909,2.2349892
910,2.8678248
911,2.1379547
912,2.7845492
913,2.8061786
914,2.995689
915,2.7358334
916,2.5900753
917,2.935945
918,2.831386
919,2.5212443
920,2.8196576
921,2.5588562
922,2.6381786
923,2.9721632
924,2.8032732
925,3.2286005
926,2.6736782
927,2.6889696
928,2.8565648
929,2.9371183
930,2.9295914
931,2.838561
932,2.7799594
933,2.855489
934,2.4179404
935,2.3612263
936,2.5105994
937,2.6570442
938,2.422206
939,2.414601
940,2.725061
941,2.223289
942,2.1864176
943,2.3329165
944,2.0458899
945,2.2610245
946,2.7369316
947,1.9496436
948,2.2720666
949,2.2132385
950,2.0742192
951,2.3376365
952,2.3312097
953,2.0778747
954,2.5695846
955,2.4506588
956,2.6915808
957,2.4808433
958,2.6664784
959,2.518928
960,2.3657732
961,2.4240637
962,2.4190056
963,2.2354255
964,2.3945
965,1.9379791
966,2.3896117
967,2.507837
968,2.6159494
969,2.336599
970,2.3679583
971,2.265904
972,2.7740395
973,2.1999965
974,2.361072
975,2.1919498
976,2.2974772
977,2.4737558
978,2.5347173
979,1.9893161
980,2.1861007
981,2.5250232
982,1.9634238
983,2.373434
984,1.9737802
985,2.425719
986,2.118265
987,2.3224988
988,2.559992
989,2.2864277
990,2.036204
991,2.2272954
992,2.2480114
993,1.5991455
994,2.1733503
995,2.0565534
996,1.7756907
997,2.17795
998,2.2862186
999,2.6872811
1000,2.0003698
1001,2.3866177
1002,2.1394186
1003,2.4201257
1004,1.9850551
1005,2.3609731
1006,2.263522
1007,1.859817
1008,2.1356604
1009,2.4531832
1010,2.1701195
1011,2.5586119
1012,2.414074
1013,2.254556
1014,2.0658207
1015,2.5875483
1016,2.2497685
1017,2.4896948
1018,2.355652
1019,2.3702505
1020,1.9629141
1021,2.0429544
1022,2.6757867
1023,2.4915195
1024,2.4310691
1025,2.4560783
1026,2.3412766
1027,2.3837233
1028,2.2678494
1029,2.543882
1030,2.3291054
1031,1.8848511
1032,2.0538561
1033,1.9897629
1034,2.2213655
1035,2.5280747
1036,2.2111928
1037,2.1631446
1038,2.256243
1039,2.3654518
1040,2.2048938
1041,2.2829733
1042,1.8087595
1043,2.1620882
1044,2.5772307
1045,2.0166285
1046,1.9830939
1047,2.188935
1048,1.8805887
1049,2.250385
1050,2.5099857
1051,1.9256058
1052,2.4625795
1053,2.1040404
1054,1.9517347
1055,2.6469624
1056,2.0918202
1057,2.2589047
1058,2.1096375
1059,2.0623443
1060,2.3485785
1061,2.1458054
1062,2.760554
1063,2.6266274
1064,2.930021
1065,2.2066965
1066,2.8501174
1067,2.9366512
1068,2.366862
1069,2.4708796
1070,2.746895
1071,2.3696177
1072,2.3138568
1073,2.774809
1074,2.4691396
1075,2.4793773
1076,2.673647
1077,2.870125
1078,2.6898491
1079,2.949295
1080,2.4467938
1081,2.9393415
1082,2.4521658
1083,3.3133183
1084,3.0108502
1085,3.3353617
1086,3.5896082
1087,3.3392591
1088,2.9436157
1089,3.065429
1090,3.0755587
1091,2.6808887
1092,2.5589614
1093,3.2542863
1094,3.4118514
1095,3.0133758
1096,3.000809
1097,3.206393
1098,3.464486
1099,3.4039915
