frame,PROT_to_UNK,UNK_to_PROT
462,2,0
463,2,0
464,2,0
465,2,1
466,1,1
467,1,1
468,2,0
469,2,0
470,2,0
471,2,0
472,2,0
473,2,1
474,2,0
475,2,0
476,1,0
477,2,1
478,7,0
479,2,0
480,1,0
481,5,1
482,4,0
483,7,0
484,4,0
485,2,0
486,4,0
487,2,0
488,5,1
489,2,0
490,2,1
491,3,1
492,3,1
493,5,0
494,5,0
495,3,1
496,1,0
497,2,0
498,5,1
499,3,0
500,3,1
501,3,0
502,3,1
503,3,1
504,2,1
505,3,0
506,5,0
507,2,0
508,5,1
509,3,1
510,4,0
511,3,1
512,2,0
513,2,1
514,2,0
515,2,1
516,4,0
517,1,0
518,2,0
519,6,0
520,2,1
521,2,0
522,1,1
523,2,0
524,1,0
525,2,0
526,1,0
527,2,0
528,1,0
529,1,0
530,2,0
531,2,1
532,2,1
533,2,1
534,1,1
535,1,0
536,3,0
537,1,0
538,2,0
539,2,1
540,1,0
541,1,0
542,2,0
543,1,1
544,2,1
545,1,0
546,6,0
547,5,0
548,3,0
549,1,1
550,2,0
551,5,0
552,4,0
553,2,1
554,4,1
555,3,1
556,2,0
557,3,1
558,5,0
559,3,0
560,3,0
561,1,0
562,1,0
563,2,1
564,4,0
565,2,0
566,5,1
567,1,1
568,2,1
569,2,0
570,3,0
571,1,1
572,2,0
573,3,1
574,2,0
575,1,0
576,2,0
577,2,1
578,3,1
579,1,0
580,2,0
581,3,1
582,2,0
583,5,0
584,2,1
585,1,0
586,2,0
587,1,1
588,4,2
589,1,1
590,1,1
591,2,0
592,2,0
593,2,1
594,0,1
595,2,1
596,2,2
597,2,0
598,2,1
599,3,0
600,1,0
601,2,1
602,1,1
603,1,0
604,2,1
605,2,0
606,3,1
607,2,0
608,1,1
609,2,0
610,2,1
611,1,0
612,2,0
613,1,1
614,1,0
615,5,0
616,3,0
617,2,0
618,2,0
619,1,0
620,1,1
621,1,0
622,1,0
623,3,1
624,2,0
625,2,1
626,2,0
627,0,1
628,2,1
629,2,0
630,2,1
631,2,0
632,1,0
633,5,0
634,2,1
635,4,1
636,2,1
637,2,0
638,1,0
639,5,1
640,2,1
641,2,1
642,2,0
643,2,0
644,1,1
645,1,1
646,3,1
647,3,0
648,1,1
649,1,1
650,2,0
651,1,0
652,2,1
653,1,0
654,2,1
655,2,1
656,2,0
657,2,0
658,3,1
659,2,1
660,2,1
661,2,1
662,2,1
663,1,1
664,2,0
665,2,0
666,2,0
667,4,0
668,3,1
669,1,1
670,2,1
671,1,1
672,1,0
673,3,1
674,2,1
675,5,0
676,1,0
677,3,0
678,3,0
679,2,0
680,3,0
681,4,1
682,5,0
683,3,0
684,5,1
685,2,1
686,4,0
687,6,0
688,1,0
689,3,1
690,1,1
691,1,0
692,1,0
693,2,0
694,2,0
695,1,0
696,2,1
697,1,1
698,2,0
699,2,0
700,2,1
701,2,0
702,1,1
703,3,0
704,2,0
705,1,0
706,1,1
707,2,0
708,3,1
709,2,0
710,3,0
711,2,0
712,7,0
713,4,1
714,1,1
715,4,0
716,5,1
717,5,0
718,5,1
719,3,0
720,3,1
721,6,0
722,6,1
723,3,1
724,4,1
725,4,0
726,3,0
727,2,0
728,3,0
729,6,1
730,5,0
731,3,1
732,2,1
733,4,0
734,7,0
735,4,1
736,2,0
737,7,0
738,2,0
739,2,0
740,2,1
741,3,0
742,1,0
743,1,1
744,0,0
745,1,0
746,3,0
747,1,0
748,2,1
749,1,0
750,1,0
751,2,1
752,1,0
753,2,1
754,1,0
755,4,0
756,4,1
757,7,0
758,4,1
759,3,0
760,3,0
761,3,0
762,2,1
763,3,1
764,2,1
765,1,0
766,2,0
767,2,0
768,5,0
769,3,1
770,3,1
771,3,1
772,4,0
773,4,1
774,4,1
775,2,0
776,2,0
777,2,0
778,1,0
779,2,0
780,2,0
781,2,0
782,2,1
783,2,0
784,3,1
785,3,2
786,2,0
787,3,1
788,1,1
789,3,1
790,1,0
791,2,0
792,2,0
793,2,0
794,2,1
795,2,0
796,3,1
797,1,1
798,2,1
799,3,0
800,3,0
801,1,1
802,1,0
803,4,2
804,4,0
805,3,0
806,2,0
807,2,0
808,3,1
809,2,0
810,0,0
811,3,2
812,2,0
813,2,0
814,2,0
815,1,1
816,5,1
817,2,0
818,2,0
819,1,0
820,1,1
821,2,0
822,1,0
823,2,1
824,1,1
825,4,1
826,2,0
827,4,1
828,4,1
829,1,1
830,4,0
831,4,0
832,1,0
833,4,0
834,1,0
835,2,1
836,1,2
837,2,1
838,3,1
839,3,1
840,2,1
841,2,0
842,2,0
843,4,1
844,2,0
845,4,1
846,6,1
847,1,1
848,3,1
849,3,0
850,3,0
851,4,1
852,3,0
853,1,0
854,2,0
855,2,0
856,1,0
857,1,1
858,2,0
859,1,0
860,2,1
861,2,1
862,3,0
863,1,1
864,1,0
865,1,0
866,2,1
867,1,0
868,1,0
869,0,1
870,1,1
871,1,1
872,1,1
873,2,0
874,1,1
875,1,1
876,2,1
877,2,0
878,2,1
879,2,0
880,2,1
881,1,1
882,2,1
883,3,0
884,1,0
885,0,0
886,1,1
887,1,0
888,1,1
889,2,1
890,2,1
891,2,1
892,2,1
893,2,0
894,2,0
895,2,1
896,2,0
897,2,0
898,1,0
899,2,0
900,2,1
901,2,0
902,1,0
903,1,0
904,2,0
905,2,0
906,2,0
907,1,0
908,2,0
909,1,0
910,1,1
911,1,0
912,2,1
913,1,1
914,2,0
915,1,0
916,2,0
917,2,0
918,1,0
919,1,0
920,2,0
921,1,0
922,3,0
923,1,0
924,2,1
925,1,0
926,1,0
927,3,1
928,1,1
929,1,0
930,2,0
931,1,0
932,2,1
933,1,1
934,2,1
935,0,0
936,1,1
937,1,0
938,1,1
939,3,0
940,0,0
941,3,1
942,3,1
943,2,1
944,2,0
945,3,0
946,1,0
947,1,0
948,2,1
949,2,2
950,0,1
951,0,0
952,0,1
953,0,1
954,0,0
955,1,0
956,0,0
957,1,0
958,1,0
959,0,0
960,0,2
961,0,0
962,0,1
963,0,1
964,0,0
965,0,0
966,0,0
967,0,1
968,0,0
969,0,0
970,1,0
971,1,0
972,0,0
973,0,0
974,1,1
975,0,0
976,0,0
977,0,1
978,0,1
979,1,0
980,0,0
981,0,0
982,0,0
983,0,0
984,0,0
985,0,1
986,0,0
987,0,0
988,0,0
989,0,1
990,2,0
991,1,0
992,0,0
993,2,0
994,0,1
995,0,0
996,0,0
997,0,1
998,0,0
999,0,1
1000,1,0
1001,0,1
1002,2,1
1003,0,0
1004,0,0
1005,0,0
1006,0,0
1007,1,0
1008,0,0
1009,0,2
1010,1,1
1011,0,1
1012,0,0
1013,1,0
1014,0,0
1015,0,1
1016,0,0
1017,0,1
1018,1,0
1019,0,0
1020,1,0
1021,1,0
1022,0,0
1023,0,0
1024,0,0
1025,0,0
1026,0,1
1027,0,0
1028,0,0
1029,0,0
1030,1,0
1031,1,0
1032,1,0
1033,1,0
1034,0,0
1035,1,0
1036,0,0
1037,2,0
1038,1,0
1039,0,0
1040,0,1
1041,0,1
1042,0,1
1043,0,0
1044,0,0
1045,0,0
1046,0,0
1047,0,0
1048,0,0
1049,0,0
1050,0,0
1051,1,1
1052,0,2
1053,0,1
1054,0,0
1055,1,0
1056,0,0
1057,1,0
1058,2,0
1059,1,1
1060,2,0
1061,4,1
1062,2,0
1063,2,0
1064,1,0
1065,4,0
1066,1,1
1067,0,1
1068,1,0
1069,2,0
1070,2,0
1071,0,0
1072,2,0
1073,1,0
1074,1,0
1075,0,1
1076,1,0
1077,0,0
1078,2,0
1079,0,0
1080,2,1
1081,0,0
1082,1,0
1083,0,0
1084,3,0
1085,1,1
1086,1,0
1087,1,1
1088,1,0
1089,1,0
1090,2,1
1091,1,0
1092,1,0
1093,1,1
1094,2,0
1095,2,1
1096,1,1
1097,0,0
1098,1,0
1099,1,1
