,0
0,0.7679865956
1,0.6856367588
2,0.9105926752
3,0.9118949771
4,0.8677713275
5,0.9054929614
6,0.7917978168
7,0.9510743618
8,0.7064558864
9,0.8521270156
10,0.8430019021
11,0.9441081882
12,0.8296175003
13,0.884359479
14,0.8675951958
15,0.9242715836
16,0.9236397743
17,0.8858448863
18,0.9197973609
19,0.9368312955
20,0.9146852493
21,0.9375953674
22,0.6954640746
23,0.9263826013
24,0.7190932631
25,0.8853172064
26,0.8537755609
27,0.9157250524
28,0.881967783
29,0.9106701612
30,0.9349806905
31,0.9146623611
32,0.803104043
33,0.8890118003
34,0.912112236
35,0.850494504
36,0.9269886613
37,0.9128254056
38,0.9086915255
39,0.8740340471
40,0.9233710766
41,0.8893845081
42,0.9182510972
43,0.8476886749
44,0.7104077339
45,0.8134807348
46,0.6418892741
47,0.7992095351
48,0.7677532434
49,0.777838707
50,0.7616372108
51,0.6448763609
52,0.7212466002
53,0.6361320615
54,0.7058517933
55,0.819681704
56,0.6601231098
57,0.6118539572
58,0.6741338968
59,0.5425984859
60,0.8411664367
61,0.8544605374
62,0.7009758353
63,0.7915640473
64,0.630871594
65,0.7659646273
66,0.832275033
67,0.8315803409
68,0.9148398638
69,0.888070941
70,0.8536872864
71,0.8370924592
72,0.8814473152
73,0.776899457
74,0.796577394
75,0.7777889371
76,0.8000987768
77,0.7947759032
78,0.8673529029
79,0.7954078913
80,0.8394503593
81,0.8772879243
82,0.8337893486
83,0.5819889307
84,0.7345600128
85,0.7791108489
86,0.8362340331
87,0.8092756867
88,0.8470147252
89,0.8365253806
90,0.7438707352
91,0.8482689857
92,0.8099043965
93,0.7918146849
94,0.7749419212
95,0.7248322368
96,0.8803260922
97,0.9023883939
98,0.8051458001
99,0.913762629
100,0.901335001
101,0.9127110839
102,0.7911923528
103,0.905229032
104,0.8349596858
105,0.8522145748
106,0.5902255177
107,0.7314515114
108,0.8462249637
109,0.7043964267
110,0.6712545156
111,0.8877310753
112,0.8204436898
113,0.8863226175
114,0.7567094564
115,0.8676736951
116,0.7191653252
117,0.9344294071
118,0.9010587335
119,0.8452814817
120,0.867974937
121,0.8805038333
122,0.8587248921
123,0.8178940415
124,0.8235080242
125,0.8521056175
126,0.864998579
127,0.7816783786
128,0.8535810709
129,0.8627135754
130,0.710989058
131,0.7310788035
132,0.8996912241
133,0.8508129716
134,0.796215415
135,0.7502635121
136,0.7199010849
137,0.836992383
138,0.7905689478
139,0.8581879735
140,0.9090602398
141,0.7483998537
142,0.8421708345
143,0.9152252674
144,0.8445003629
145,0.8482560515
146,0.7762436271
147,0.8155850768
148,0.8455089927
149,0.8570200205
150,0.879249692
151,0.9076811075
152,0.8849901557
153,0.8656047583
154,0.7143504024
155,0.9419180751
156,0.8257725239
157,0.8393976092
158,0.9381164908
159,0.7579265833
160,0.9215415716
161,0.9079304934
162,0.7588517666
163,0.6514265537
164,0.7969126105
165,0.7742708325
166,0.7621923089
