Frame,RMSD_noFit_frame0
436,0.79501164
437,0.9219132
438,1.1737887
439,0.6626798
440,1.057125
441,0.59184104
442,1.3511767
443,0.9577039
444,1.0579305
445,0.9081095
446,0.6608044
447,0.62856656
448,0.8628322
449,0.44999123
450,0.79067457
451,0.6616426
452,0.56120497
453,1.2046341
454,0.81921566
455,0.6993662
456,0.9347248
457,0.8385432
458,0.9065024
459,0.92314297
460,0.70141596
461,0.71199024
462,0.46839452
463,0.69307905
464,1.0952475
465,0.49719456
466,0.6436189
467,0.5171641
468,0.4317148
469,0.6861053
470,0.7179742
471,0.50296795
472,0.6358858
473,0.8909595
474,0.67767084
475,0.6854171
476,0.8622413
477,1.184132
478,0.8006035
479,0.682883
480,0.78284854
481,0.6033667
482,0.5728792
483,0.733314
484,0.7498313
485,0.6271924
486,0.7829007
487,0.7537776
488,1.3537099
489,1.2051743
490,1.4930178
491,1.220189
492,1.0296228
493,0.8798603
494,1.0653013
495,1.1911597
496,0.7137927
497,0.88222504
498,0.71240646
499,0.97809803
500,0.65998864
501,1.1879587
502,0.68657774
503,0.977051
504,0.82291764
505,0.46608847
506,1.067552
507,0.8688339
508,0.78718114
509,1.0626228
510,0.6917272
511,0.5926119
512,0.69097066
513,0.8804539
514,0.3425389
515,0.85029626
516,0.59634227
517,0.56196004
518,0.8588328
519,0.7086635
520,0.78996587
521,1.1215166
522,1.1486751
523,0.76353425
524,0.8812464
525,0.97101104
526,1.0413427
527,0.6601785
528,1.1056789
529,0.5406794
530,0.97447675
531,1.158972
532,0.50377303
533,1.0023332
534,0.8241076
535,0.70284206
536,0.6329068
537,0.53846747
538,0.65157956
539,0.9991112
540,0.7459612
541,0.6400077
542,0.3834666
543,0.8969185
544,1.0621393
545,0.7741684
546,0.8637644
547,0.8350552
548,0.67624414
549,0.45724633
550,0.8601164
551,1.062397
552,0.80192924
553,0.8304302
554,0.9815603
555,0.927751
556,0.72119445
557,0.82084274
558,0.6838665
559,0.8042269
560,0.9059304
561,1.6554747
562,0.6826665
563,0.7774663
564,0.58823895
565,0.4983283
566,0.9056116
567,1.1120087
568,1.1206856
569,0.80615115
570,0.6721438
571,0.56252325
572,0.6393273
573,0.6943997
574,0.8000073
575,0.7810585
576,0.7116522
577,1.1006416
578,0.95821905
579,0.8106968
580,0.55255544
581,0.6318581
582,0.4799884
583,0.43402025
584,0.81655496
585,0.82619
586,0.6965378
587,0.70232344
588,0.66444004
589,0.6255365
590,0.73727334
591,0.64784867
592,1.0803243
593,0.73499095
594,0.58407986
595,1.20044
596,0.48380068
597,0.60526943
598,0.5543888
599,0.9401895
600,0.89212227
601,0.93302655
602,0.63250977
603,0.46969676
604,0.9361494
605,0.64945734
606,0.44116646
607,0.90050817
608,0.7697664
609,0.6848007
610,0.811697
611,0.5155794
612,0.8510755
613,0.76112384
614,1.1720188
615,0.62438464
616,1.431366
617,1.0164125
618,0.54070216
619,0.9262442
620,1.0491425
621,0.7726844
622,1.1410971
623,0.76935565
624,1.0788434
625,0.55408865
626,0.75790036
627,0.6369921
628,0.66601336
629,0.7948634
630,0.43831658
631,0.9614742
632,1.068949
633,1.4760325
634,0.5805357
635,1.0422668
636,0.5881753
637,0.59704703
638,0.846728
639,0.51242524
640,0.6725586
641,0.67577535
642,1.1138198
643,0.7373397
644,1.0350606
645,1.0333362
646,0.7399353
647,0.66383106
648,0.83542347
649,1.0442886
650,1.1797705
651,0.8124893
652,1.0075665
653,0.9554622
654,1.2126757
655,1.0199981
656,0.5244303
657,0.71734107
658,0.76939666
659,0.4398355
660,0.6013524
661,1.1992193
662,0.7494676
663,0.6868636
664,0.7595285
665,0.96985114
666,0.34214935
667,0.8596544
668,0.6560157
669,1.1295002
670,0.93755764
671,1.1099306
672,0.75816834
673,0.78973716
674,1.1013626
675,0.64217025
676,1.0270215
677,0.983649
678,0.66657245
679,0.81549585
680,0.58821976
681,0.6510748
682,0.74278855
683,0.61955595
684,0.66913205
685,0.64890075
686,0.46926734
687,1.0549659
688,0.507794
689,0.94891256
690,1.1194074
691,0.50323164
692,0.55625546
693,0.70681083
694,0.7663956
695,0.73841137
696,0.8415781
697,0.7754661
698,0.8821404
699,0.59616524
700,0.6229029
701,0.6749876
702,0.4666741
703,0.8822339
704,0.62495494
705,0.85965836
706,0.8052432
707,0.97743887
708,0.87768084
709,0.6836911
710,0.72574395
711,0.37004176
712,0.5343489
713,0.65300286
714,0.8616435
715,0.58050114
716,0.46214825
717,0.68982065
718,0.8598777
719,0.85523415
720,0.68100464
721,0.73709506
722,0.70577794
723,0.70878494
724,0.82078373
725,0.4973789
726,0.89452463
727,0.7058318
728,0.4983214
729,0.51256394
730,0.8991715
731,0.8337625
732,0.8316975
733,1.2594324
734,0.81821144
735,1.0703391
736,0.62608963
737,0.67793643
738,1.0031263
739,1.1660407
740,1.2438779
741,0.887386
742,0.49500751
743,0.7841407
744,0.69148153
745,1.2555995
746,0.54676324
747,0.9452272
748,1.0496634
749,0.80318254
750,0.8810503
751,1.0800422
752,0.92629117
753,0.83519757
754,0.5920737
755,0.7574277
756,0.66097003
757,1.016953
758,0.969494
759,0.73790276
760,0.54983324
761,0.9244383
762,0.91238475
763,0.65996677
764,1.3084501
765,0.79308677
766,0.7470436
767,0.81318194
768,0.95701563
769,0.8974776
770,0.982913
771,0.70507556
772,0.8268594
773,0.9201149
774,0.8513089
775,0.6685969
776,0.47521487
777,1.0847193
778,1.0955476
779,0.572241
780,0.39617386
781,0.80742884
782,0.90918183
783,1.0197747
784,0.76103604
785,0.52894413
786,1.0732943
787,1.1617473
788,0.93354183
789,0.8403741
790,1.2179064
791,1.0760483
792,0.7307723
793,1.287343
794,1.3196521
795,1.4980354
796,1.392443
797,0.6247633
798,0.6571245
799,1.2122601
800,1.0414449
801,1.3403804
802,1.3975942
803,1.5106838
804,1.0738882
805,0.6754179
806,1.0142348
807,0.9523938
808,0.9403701
809,0.5800594
810,1.3444135
811,1.5781155
812,1.1377575
813,1.8400791
814,1.3790205
815,0.7907906
816,1.3372482
817,1.1588001
818,1.4098951
819,0.75007445
820,1.0262216
821,0.7081618
822,1.3385752
823,0.92024964
824,1.0808868
825,1.614707
826,0.9423304
827,1.6558496
828,1.3598031
829,0.8599187
830,1.0240195
831,1.1388973
832,0.90605307
833,0.8637378
834,1.1164408
835,1.6243961
836,1.6048518
837,1.2787435
838,1.9703498
839,1.500023
840,1.348107
841,1.4452131
842,1.1477412
843,1.4702241
844,1.2615021
845,0.9100366
846,1.4272944
847,1.5775995
848,1.5116454
849,1.3868574
850,1.8697835
851,1.2289276
852,1.11755
853,1.322644
854,1.3561765
855,0.45486513
856,1.0275621
857,0.7260469
858,0.7980543
859,1.0863332
860,1.4052812
861,1.2714794
862,1.2374047
863,0.61957
864,0.9757122
865,1.1067616
866,1.0663038
867,1.0815308
868,1.2396075
869,0.89181656
870,1.0289057
871,1.1433499
872,0.7410971
873,0.87929606
874,0.78537667
875,0.6868336
876,0.84802246
877,0.7776782
878,0.67491186
879,1.0425009
880,0.6677513
881,0.75771916
882,0.87056965
883,0.8919444
884,0.8400416
885,0.84453887
886,0.69582963
887,0.71016395
888,1.0390556
889,0.9810438
890,1.0861622
891,0.9843833
892,0.80917126
893,0.5068972
894,0.69398975
895,0.73919016
896,1.027288
897,0.844564
898,0.8848068
899,0.6895265
900,0.67612535
901,0.97050095
902,1.1494875
903,1.0808852
904,1.4205878
905,0.66624576
906,0.8603901
907,0.71724474
908,0.73568434
909,1.0873654
910,1.3208447
911,0.51077896
912,1.0444154
913,0.9775939
914,1.3112907
915,1.1072174
916,0.61283535
917,1.2522451
918,1.0079217
919,0.89803386
920,1.1999904
921,0.7078903
922,0.73053706
923,0.86602134
924,0.8203545
925,1.1987876
926,0.9472449
927,0.70150846
928,1.0295329
929,1.1634598
930,1.0293981
931,0.82668877
932,1.0022107
933,0.987492
934,0.5958329
935,0.70949805
936,1.1095273
937,0.9056556
938,1.0961162
939,1.0887772
940,1.4464519
941,0.8268224
942,1.1257396
943,0.99493974
944,0.8081583
945,0.9464499
946,0.8110059
947,0.80882657
948,0.8513561
949,0.8963498
950,1.2054232
951,1.4636291
952,1.7756581
953,1.1915092
954,1.8274308
955,1.5484865
956,1.7811882
957,1.4815763
958,1.6468186
959,1.0475181
960,1.2943375
961,0.6945268
962,0.9932941
963,1.233709
964,1.6645386
965,1.0080805
966,1.213872
967,0.9239219
968,1.0206144
969,1.031738
970,1.7204999
971,0.9351271
972,1.4170759
973,1.4540303
974,2.453491
975,1.5296364
976,1.0932468
977,1.383443
978,1.2306218
979,0.90996087
980,1.3622665
981,1.2864271
982,1.0548997
983,1.0328945
984,1.0745275
985,1.1604658
986,1.2331698
987,1.5766217
988,1.8901796
989,1.4423244
990,1.4758631
991,1.9871894
992,1.9880512
993,1.539117
994,1.4777772
995,1.4292657
996,1.696397
997,1.5756242
998,1.4598761
999,1.4702269
1000,1.733656
1001,1.7577127
1002,1.5527276
1003,1.6303626
1004,1.5551482
1005,1.4412374
1006,1.9075528
1007,1.4945928
1008,1.3164778
1009,1.7656033
1010,1.474094
1011,1.5353541
1012,1.1547261
1013,1.9940962
1014,1.5071585
1015,0.77295864
1016,0.8712049
1017,0.92853516
1018,1.1576965
1019,1.2309134
1020,1.2145364
1021,1.2790556
1022,0.6916687
1023,0.6296326
1024,0.776896
1025,0.90118015
1026,0.43117526
1027,0.8580732
1028,0.4472324
1029,1.1046103
1030,1.0657148
1031,0.89099604
1032,1.2070783
1033,1.1378714
1034,1.0706037
1035,1.2219476
1036,0.79291373
1037,0.9740135
1038,0.91417295
1039,0.8326958
1040,0.6289753
1041,1.8356264
1042,1.0728971
1043,1.3414227
1044,1.0129457
1045,0.9904084
1046,1.1334938
1047,1.0982234
1048,1.3991615
1049,1.3995035
1050,1.1793666
1051,1.1325046
1052,1.2745897
1053,1.2225363
1054,1.0431318
1055,1.3529617
1056,1.0758818
1057,1.1955516
1058,0.66023034
1059,0.8210152
1060,0.95638406
1061,0.59662807
1062,1.0763581
1063,0.996076
1064,1.0862042
1065,0.81425595
1066,1.2727625
1067,1.2691522
1068,0.7517769
1069,0.8666019
1070,1.3694962
1071,0.90821487
1072,0.68153673
1073,1.1825503
1074,0.981917
1075,1.2348542
1076,1.340709
1077,1.1690444
1078,0.7588786
1079,1.0179495
1080,0.9645119
1081,1.0946659
1082,1.2220527
1083,1.5825219
1084,1.1023247
1085,1.5304658
1086,1.6706662
1087,1.5075963
1088,1.5799874
1089,1.4890922
1090,1.616921
1091,1.2311716
1092,0.95289785
1093,1.7138615
1094,1.8411058
1095,1.2573596
1096,1.3295796
1097,1.4268583
1098,1.836839
1099,1.9299893
