frame,PROT_to_UNK,UNK_to_PROT
569,2,0
570,2,0
571,1,0
572,2,0
573,1,0
574,1,0
575,1,0
576,2,0
577,1,0
578,4,0
579,2,0
580,0,0
581,1,1
582,2,1
583,3,0
584,1,0
585,1,0
586,1,2
587,2,0
588,1,0
589,2,0
590,0,0
591,1,0
592,0,0
593,0,0
594,1,0
595,0,0
596,0,0
597,1,0
598,1,0
599,2,0
600,3,1
601,1,0
602,1,0
603,2,0
604,2,0
605,1,0
606,3,0
607,3,0
608,3,0
609,3,0
610,3,0
611,2,1
612,2,0
613,1,0
614,0,0
615,2,0
616,2,0
617,2,0
618,1,0
619,2,0
620,1,0
621,1,0
622,0,0
623,1,0
624,1,0
625,0,0
626,1,0
627,0,0
628,0,0
629,3,0
630,1,1
631,2,1
632,1,0
633,0,1
634,0,0
635,1,1
636,0,1
637,3,1
638,3,0
639,3,1
640,0,1
641,1,0
642,2,1
643,1,1
644,0,0
645,1,0
646,0,1
647,0,1
648,0,1
649,0,0
650,1,1
651,0,0
652,3,0
653,2,0
654,1,1
655,0,1
656,1,0
657,1,1
658,1,0
659,2,0
660,4,0
661,2,0
662,4,0
663,2,0
664,3,0
665,2,0
666,1,0
667,0,0
668,0,0
669,0,0
670,1,0
671,0,0
672,0,0
673,0,0
674,0,0
675,1,0
676,1,0
677,1,0
678,0,0
679,0,0
680,0,0
681,1,0
682,1,0
683,0,0
684,2,0
685,1,2
686,0,1
687,0,1
688,1,1
689,0,2
690,0,1
691,0,0
692,2,0
693,1,2
694,0,0
695,0,0
696,0,0
697,1,0
698,1,0
699,2,0
700,1,0
701,1,0
702,2,0
703,0,0
704,0,0
705,0,0
706,1,0
707,1,1
708,0,1
709,1,1
710,0,1
711,3,1
712,3,0
713,0,0
714,3,0
715,5,0
716,2,1
717,1,1
718,3,0
719,1,1
720,0,2
721,1,1
722,0,0
723,0,1
724,0,0
725,0,1
726,0,0
727,2,0
728,0,0
729,0,1
730,2,0
731,2,0
732,0,1
733,2,1
734,3,0
735,2,0
736,0,0
737,0,1
738,0,1
739,1,1
740,1,1
741,2,1
742,2,1
743,3,0
744,2,0
745,1,1
746,4,1
747,0,0
748,0,0
749,5,0
750,3,0
751,0,1
752,2,0
753,1,0
754,1,0
755,1,0
756,2,0
757,1,1
758,4,1
759,0,1
760,2,1
761,3,1
762,2,0
763,1,1
764,1,1
765,3,1
766,2,1
767,0,1
768,3,1
769,2,1
770,3,1
771,4,1
772,3,1
773,3,0
774,2,0
775,4,1
776,3,1
777,1,1
778,2,1
779,1,0
780,0,0
781,1,0
782,4,1
783,0,0
784,1,0
785,0,1
786,2,0
787,1,2
788,0,0
789,2,1
790,0,0
791,1,1
792,1,0
793,1,0
794,0,0
795,0,0
796,1,0
797,0,0
798,4,1
799,2,0
800,1,1
801,0,0
802,2,0
803,2,0
804,1,0
805,1,0
806,3,0
807,4,0
808,1,0
809,1,0
810,0,0
811,3,0
812,2,1
813,1,1
814,3,1
815,1,1
816,2,1
817,2,0
818,1,1
819,0,1
820,2,1
821,1,1
822,0,1
823,1,1
824,2,0
825,3,0
826,1,0
827,1,1
828,2,0
829,2,1
830,1,0
831,1,0
832,1,0
833,3,0
834,2,0
835,0,0
836,1,0
837,0,0
838,3,1
839,0,1
840,1,0
841,2,0
842,1,0
843,3,0
844,0,1
845,1,1
846,1,0
847,3,0
848,1,0
849,0,0
850,0,0
851,1,1
852,1,1
853,1,1
854,1,1
855,1,1
856,1,0
857,0,0
858,1,1
859,1,0
860,1,1
861,0,0
862,1,0
863,2,1
864,5,1
865,1,0
866,2,0
867,2,0
868,1,0
869,1,0
870,1,0
871,0,0
872,0,0
873,1,0
874,1,0
875,1,1
876,0,0
877,1,1
878,3,0
879,1,0
880,1,0
881,5,0
882,0,0
883,4,2
884,1,1
885,0,1
886,1,0
887,0,1
888,1,1
889,3,1
890,1,0
891,1,0
892,1,0
893,2,2
894,3,1
895,0,0
896,0,1
897,1,2
898,1,1
899,1,1
900,1,0
901,2,1
902,2,1
903,1,0
904,0,0
905,1,1
906,2,0
907,1,1
908,0,1
909,0,1
910,0,1
911,1,1
912,4,1
913,2,0
914,2,0
915,0,0
916,1,1
917,3,1
918,4,0
919,2,1
920,2,1
921,2,0
922,2,0
923,1,0
924,2,0
925,2,0
926,1,0
927,3,0
928,5,0
929,5,0
930,3,0
931,2,0
932,2,1
933,2,0
934,2,0
935,3,0
936,2,1
937,2,0
938,2,0
939,2,0
940,2,0
941,3,0
942,1,0
943,1,1
944,1,1
945,2,1
946,3,1
947,3,0
948,2,1
949,1,1
950,2,0
951,1,0
952,1,0
953,3,0
954,2,0
955,1,0
956,1,0
957,1,0
958,2,0
959,2,0
960,2,0
961,1,0
962,2,0
963,2,0
964,2,0
965,0,0
966,2,0
967,0,0
968,2,0
969,2,0
970,1,0
971,2,1
972,1,0
973,4,1
974,2,0
975,3,0
976,1,0
977,3,0
978,0,0
979,0,0
980,3,0
981,1,0
982,2,0
983,5,0
984,1,0
985,1,0
986,0,0
987,2,0
988,1,0
989,2,1
990,1,0
991,0,0
992,1,0
993,0,0
994,2,0
995,3,0
996,3,0
997,3,0
998,1,0
999,3,0
1000,2,0
1001,1,0
1002,2,0
1003,6,0
1004,1,0
1005,1,0
1006,1,0
1007,1,0
1008,2,0
1009,2,0
1010,2,0
1011,4,0
1012,1,0
1013,2,0
1014,2,0
1015,1,1
1016,1,0
1017,1,0
1018,1,0
1019,3,0
1020,2,0
1021,4,0
1022,2,0
1023,1,2
1024,3,0
1025,2,1
1026,4,0
1027,2,0
1028,3,0
1029,2,0
1030,0,0
1031,3,0
1032,4,0
1033,1,0
1034,5,0
1035,1,1
1036,3,0
1037,0,0
1038,3,0
1039,2,0
1040,2,0
1041,1,0
1042,1,0
1043,3,0
1044,1,0
1045,1,1
1046,2,1
1047,1,0
1048,1,1
1049,2,0
1050,4,0
1051,3,0
1052,1,0
1053,1,0
1054,0,0
1055,1,0
1056,2,0
1057,1,0
1058,1,0
1059,0,0
1060,1,0
1061,0,0
1062,1,0
1063,2,0
1064,3,0
1065,2,0
1066,3,0
1067,4,0
1068,1,0
1069,0,0
1070,3,0
1071,2,0
1072,1,0
1073,1,1
1074,2,0
1075,2,0
1076,1,0
1077,1,0
1078,1,0
1079,2,0
1080,1,0
1081,1,0
1082,1,0
1083,2,0
1084,1,0
1085,2,0
1086,4,0
1087,2,0
1088,1,0
1089,2,0
1090,1,0
1091,0,0
1092,1,0
1093,2,0
1094,1,0
1095,0,1
1096,1,1
1097,1,0
1098,0,0
1099,2,0
