,0
0,0.9109781981
1,0.9080331922
2,0.8933166862
3,0.8629633784
4,0.9308640361
5,0.8454802632
6,0.8504408598
7,0.922424078
8,0.9311059117
9,0.9465290904
10,0.8088473082
11,0.6785665154
12,0.7260848284
13,0.8530765176
14,0.8174296618
15,0.9178251624
16,0.9469066858
17,0.8223603964
18,0.8738718629
19,0.9413747787
20,0.8643844724
21,0.8603236079
22,0.8660424948
23,0.8302415013
24,0.862380445
25,0.6649016142
26,0.8321089745
27,0.9225702882
28,0.9109177589
29,0.7972385883
30,0.9233939648
31,0.6278796196
32,0.9342811704
33,0.9038309455
34,0.8643792868
35,0.958101809
36,0.8864292502
37,0.9403852224
38,0.9423501492
39,0.8382787108
40,0.7754412293
41,0.7533806562
42,0.8060178161
43,0.8210319281
44,0.9186334014
45,0.7559816837
46,0.8419628739
47,0.815769732
48,0.8001973033
49,0.8786182404
50,0.8904173374
51,0.8430666924
52,0.9453222156
53,0.8649177551
54,0.7846921086
55,0.7350565195
56,0.8574171662
57,0.8716436625
58,0.7466738224
59,0.7624006867
60,0.9304256439
61,0.8427895904
62,0.8833923936
63,0.7873165607
64,0.845256865
65,0.9020326734
66,0.851385057
67,0.8960347772
68,0.8879206181
69,0.9440534711
70,0.862626195
71,0.7786406279
72,0.7841656208
73,0.8284237385
74,0.8573813438
75,0.9146124125
76,0.9180814624
77,0.9180681705
78,0.8461087942
79,0.8257167339
80,0.935190022
81,0.9495588541
82,0.9534371495
83,0.9060294628
84,0.9649027586
85,0.9416727424
86,0.9428643584
87,0.8192669153
88,0.9001551867
89,0.9345813394
90,0.942358017
91,0.9468023777
92,0.8501386046
93,0.8643421531
94,0.9342333078
95,0.9053744078
96,0.8831454515
97,0.8797764778
98,0.9268924594
99,0.8334053159
100,0.8438439965
101,0.936460495
102,0.8856778145
103,0.9416350126
104,0.925799787
105,0.9296044707
106,0.8789448142
107,0.9361767769
108,0.9544457793
109,0.9391745329
110,0.9424194694
111,0.9100520015
112,0.9539055824
113,0.9232046604
114,0.8558834791
115,0.8906366229
116,0.777900517
117,0.9192522168
118,0.8546668291
119,0.9391343594
120,0.9047430158
121,0.8805416226
122,0.9386115074
123,0.9691146612
124,0.8924769163
125,0.9470434189
126,0.8070286512
127,0.9123569131
128,0.8990764022
129,0.8966484666
130,0.9444587231
131,0.8911859989
132,0.9163677096
133,0.8556667566
134,0.8157800436
135,0.7971158624
136,0.890850544
137,0.8880711198
138,0.8740754128
139,0.9023296237
140,0.673868835
141,0.9026531577
142,0.8942858577
143,0.8858400583
144,0.8837751746
145,0.8026308417
146,0.8034604788
147,0.9437864423
148,0.7936088443
149,0.9261960387
150,0.8154742122
151,0.7245231867
152,0.8823295832
153,0.8542329669
154,0.916919589
155,0.8995372653
156,0.8019550443
157,0.8175786138
158,0.9090285301
159,0.9046897292
160,0.7474150658
161,0.8865482211
162,0.5026581883
163,0.8076700568
164,0.6516014338
165,0.7794258595
166,0.7178090811
167,0.3849378824
168,0.7393662333
169,0.7413067818
170,0.5509229898
171,0.7036724687
172,0.7125653625
173,0.4566370845
174,0.6095649004
175,0.797250092
176,0.6945564747
177,0.6855154634
178,0.6237195134
179,0.6400976181
180,0.7878566384
181,0.5992292166
182,0.6511385441
183,0.7480224967
184,0.7497170568
185,0.8458559513
186,0.8168794513
187,0.5915827155
188,0.8966454268
189,0.7029775381
190,0.5172359943
191,0.6321038604
192,0.8051825166
193,0.6594281197
